text,label
شاندار تجربو,2
غلط ڪم,0
عام سروس,1
ڏاڍو بهترين ڪم,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
شاندار تجربو,2
مان مايوس آهيان,0
بس ٺيڪ ٿو لڳي,1
مان تمام خوش آهيان,2
اهو بيڪار آهي,0
ساڳيو معمول,1
اهو زبردست آهي,2
منهنجي دل ٽٽي وئي,0
عام ڳالهه آهي,1
هي تمام سٺو آهي,2
هي تمام خراب آهي,0
وڏو فرق ناهي,1
هي تمام سٺو آهي,2
سروس تمام سست,0
نه سٺو نه خراب,1
بهترين سروس,2
هي تمام خراب آهي,0
ڪم ٺيڪ آهي,1
تمام مزيدار,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
ڏاڍو بهترين ڪم,2
سروس تمام سست,0
وڏو فرق ناهي,1
هي تمام سٺو آهي,2
سخت تڪليف ٿي,0
عام ڳالهه آهي,1
تمام مزيدار,2
تمام بدترين تجربو,0
ڪجهه خاص ناهي,1
اهو زبردست آهي,2
اهو بيڪار آهي,0
بس ٺيڪ ٿو لڳي,1
مان تمام خوش آهيان,2
هي تمام خراب آهي,0
نه سٺو نه خراب,1
هي مون کي پسند آيو,2
سروس تمام سست,0
ڪجهه خاص ناهي,1
ڏاڍو بهترين ڪم,2
غلط ڪم,0
عام ڳالهه آهي,1
بهترين سروس,2
هي تمام خراب آهي,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
نفرت آهي هِن کان,0
بس ٺيڪ ٿو لڳي,1
تمام مزيدار,2
مان مايوس آهيان,0
عام سروس,1
هي تمام سٺو آهي,2
تمام بدترين تجربو,0
قابل قبول,1
بهترين سروس,2
غلط ڪم,0
عام سروس,1
هي تمام سٺو آهي,2
سروس تمام سست,0
ڪجهه خاص ناهي,1
تمام مزيدار,2
سروس تمام سست,0
بس ٺيڪ ٿو لڳي,1
مان تمام خوش آهيان,2
نفرت آهي هِن کان,0
عام ڳالهه آهي,1
هي تمام سٺو آهي,2
مان مايوس آهيان,0
ساڳيو معمول,1
تمام مزيدار,2
سروس تمام سست,0
ساڳيو معمول,1
لاجواب ڪم,2
سخت تڪليف ٿي,0
بس ٺيڪ ٿو لڳي,1
تمام مزيدار,2
غلط ڪم,0
عام سروس,1
مان تمام خوش آهيان,2
تمام بدترين تجربو,0
قابل قبول,1
اهو زبردست آهي,2
اهو بيڪار آهي,0
وڏو فرق ناهي,1
لاجواب ڪم,2
مان مايوس آهيان,0
نه سٺو نه خراب,1
هي تمام سٺو آهي,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
هي تمام سٺو آهي,2
اهو بيڪار آهي,0
ڪجهه خاص ناهي,1
هي مون کي پسند آيو,2
غلط ڪم,0
وڏو فرق ناهي,1
اڄ خوشي جو ڏينهن آهي,2
سخت تڪليف ٿي,0
نه سٺو نه خراب,1
اڄ خوشي جو ڏينهن آهي,2
سروس تمام سست,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
سروس تمام سست,0
ڪجهه خاص ناهي,1
هي تمام سٺو آهي,2
هي تمام خراب آهي,0
عام سروس,1
بهترين سروس,2
هي تمام خراب آهي,0
عام ڳالهه آهي,1
شاندار تجربو,2
تمام بدترين تجربو,0
ڪم ٺيڪ آهي,1
تمام مزيدار,2
اهو بيڪار آهي,0
ساڳيو معمول,1
ڏاڍو بهترين ڪم,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
بهترين سروس,2
نفرت آهي هِن کان,0
عام سروس,1
شاندار تجربو,2
سخت تڪليف ٿي,0
معمولي تجربو,1
هي مون کي پسند آيو,2
هي پسند نه آيو,0
قابل قبول,1
لاجواب ڪم,2
اهو بيڪار آهي,0
بس ٺيڪ ٿو لڳي,1
تمام مزيدار,2
غلط ڪم,0
وڏو فرق ناهي,1
تمام مزيدار,2
اهو بيڪار آهي,0
ڪم ٺيڪ آهي,1
بهترين سروس,2
تمام بدترين تجربو,0
نه سٺو نه خراب,1
هي تمام سٺو آهي,2
منهنجي دل ٽٽي وئي,0
ڪجهه خاص ناهي,1
بهترين سروس,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
اهو زبردست آهي,2
هي تمام خراب آهي,0
وڏو فرق ناهي,1
ڏاڍو بهترين ڪم,2
منهنجي دل ٽٽي وئي,0
ڪجهه خاص ناهي,1
شاندار تجربو,2
سخت تڪليف ٿي,0
عام سروس,1
هي تمام سٺو آهي,2
اهو بيڪار آهي,0
عام ڳالهه آهي,1
اهو زبردست آهي,2
هي تمام خراب آهي,0
قابل قبول,1
مان تمام خوش آهيان,2
غلط ڪم,0
قابل قبول,1
هي مون کي پسند آيو,2
هي پسند نه آيو,0
قابل قبول,1
تمام مزيدار,2
سروس تمام سست,0
ساڳيو معمول,1
تمام مزيدار,2
سخت تڪليف ٿي,0
ڪم ٺيڪ آهي,1
اڄ خوشي جو ڏينهن آهي,2
سروس تمام سست,0
قابل قبول,1
اهو زبردست آهي,2
سخت تڪليف ٿي,0
ڪم ٺيڪ آهي,1
شاندار تجربو,2
نفرت آهي هِن کان,0
عام ڳالهه آهي,1
اهو زبردست آهي,2
اهو بيڪار آهي,0
بس ٺيڪ ٿو لڳي,1
اهو زبردست آهي,2
سخت تڪليف ٿي,0
وڏو فرق ناهي,1
بهترين سروس,2
سروس تمام سست,0
عام سروس,1
اهو زبردست آهي,2
سروس تمام سست,0
ڪجهه خاص ناهي,1
بهترين سروس,2
سروس تمام سست,0
ڪم ٺيڪ آهي,1
هي مون کي پسند آيو,2
غلط ڪم,0
قابل قبول,1
لاجواب ڪم,2
تمام بدترين تجربو,0
قابل قبول,1
بهترين سروس,2
نفرت آهي هِن کان,0
بس ٺيڪ ٿو لڳي,1
هي مون کي پسند آيو,2
هي پسند نه آيو,0
نه سٺو نه خراب,1
تمام مزيدار,2
مان مايوس آهيان,0
ساڳيو معمول,1
هي تمام سٺو آهي,2
منهنجي دل ٽٽي وئي,0
ساڳيو معمول,1
بهترين سروس,2
نفرت آهي هِن کان,0
ڪجهه خاص ناهي,1
اڄ خوشي جو ڏينهن آهي,2
تمام بدترين تجربو,0
قابل قبول,1
هي تمام سٺو آهي,2
اهو بيڪار آهي,0
قابل قبول,1
بهترين سروس,2
منهنجي دل ٽٽي وئي,0
بس ٺيڪ ٿو لڳي,1
اڄ خوشي جو ڏينهن آهي,2
غلط ڪم,0
ڪم ٺيڪ آهي,1
مان تمام خوش آهيان,2
سخت تڪليف ٿي,0
بس ٺيڪ ٿو لڳي,1
اڄ خوشي جو ڏينهن آهي,2
تمام بدترين تجربو,0
عام ڳالهه آهي,1
هي تمام سٺو آهي,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
تمام مزيدار,2
هي پسند نه آيو,0
نه سٺو نه خراب,1
لاجواب ڪم,2
منهنجي دل ٽٽي وئي,0
ساڳيو معمول,1
تمام مزيدار,2
سروس تمام سست,0
ڪجهه خاص ناهي,1
مان تمام خوش آهيان,2
هي پسند نه آيو,0
معمولي تجربو,1
بهترين سروس,2
سروس تمام سست,0
وڏو فرق ناهي,1
بهترين سروس,2
هي پسند نه آيو,0
ڪجهه خاص ناهي,1
شاندار تجربو,2
تمام بدترين تجربو,0
ساڳيو معمول,1
لاجواب ڪم,2
مان مايوس آهيان,0
معمولي تجربو,1
اڄ خوشي جو ڏينهن آهي,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
شاندار تجربو,2
سخت تڪليف ٿي,0
عام ڳالهه آهي,1
شاندار تجربو,2
غلط ڪم,0
ساڳيو معمول,1
ڏاڍو بهترين ڪم,2
اهو بيڪار آهي,0
ڪجهه خاص ناهي,1
اهو زبردست آهي,2
منهنجي دل ٽٽي وئي,0
بس ٺيڪ ٿو لڳي,1
ڏاڍو بهترين ڪم,2
تمام بدترين تجربو,0
وڏو فرق ناهي,1
لاجواب ڪم,2
هي تمام خراب آهي,0
بس ٺيڪ ٿو لڳي,1
هي تمام سٺو آهي,2
تمام بدترين تجربو,0
ڪم ٺيڪ آهي,1
اڄ خوشي جو ڏينهن آهي,2
منهنجي دل ٽٽي وئي,0
ڪم ٺيڪ آهي,1
ڏاڍو بهترين ڪم,2
غلط ڪم,0
ڪجهه خاص ناهي,1
مان تمام خوش آهيان,2
سخت تڪليف ٿي,0
وڏو فرق ناهي,1
اهو زبردست آهي,2
هي تمام خراب آهي,0
بس ٺيڪ ٿو لڳي,1
تمام مزيدار,2
هي پسند نه آيو,0
عام سروس,1
هي تمام سٺو آهي,2
اهو بيڪار آهي,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
منهنجي دل ٽٽي وئي,0
قابل قبول,1
اڄ خوشي جو ڏينهن آهي,2
سروس تمام سست,0
نه سٺو نه خراب,1
اڄ خوشي جو ڏينهن آهي,2
تمام بدترين تجربو,0
عام ڳالهه آهي,1
هي تمام سٺو آهي,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
ڏاڍو بهترين ڪم,2
سخت تڪليف ٿي,0
معمولي تجربو,1
تمام مزيدار,2
غلط ڪم,0
نه سٺو نه خراب,1
تمام مزيدار,2
سخت تڪليف ٿي,0
معمولي تجربو,1
هي مون کي پسند آيو,2
منهنجي دل ٽٽي وئي,0
ڪجهه خاص ناهي,1
هي مون کي پسند آيو,2
مان مايوس آهيان,0
عام سروس,1
ڏاڍو بهترين ڪم,2
مان مايوس آهيان,0
معمولي تجربو,1
اڄ خوشي جو ڏينهن آهي,2
منهنجي دل ٽٽي وئي,0
ڪجهه خاص ناهي,1
لاجواب ڪم,2
هي تمام خراب آهي,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
تمام بدترين تجربو,0
بس ٺيڪ ٿو لڳي,1
اهو زبردست آهي,2
تمام بدترين تجربو,0
وڏو فرق ناهي,1
هي تمام سٺو آهي,2
سروس تمام سست,0
عام ڳالهه آهي,1
اهو زبردست آهي,2
سخت تڪليف ٿي,0
وڏو فرق ناهي,1
اهو زبردست آهي,2
سخت تڪليف ٿي,0
ڪم ٺيڪ آهي,1
هي تمام سٺو آهي,2
غلط ڪم,0
عام سروس,1
لاجواب ڪم,2
منهنجي دل ٽٽي وئي,0
نه سٺو نه خراب,1
بهترين سروس,2
هي تمام خراب آهي,0
معمولي تجربو,1
تمام مزيدار,2
منهنجي دل ٽٽي وئي,0
ڪجهه خاص ناهي,1
لاجواب ڪم,2
نفرت آهي هِن کان,0
نه سٺو نه خراب,1
لاجواب ڪم,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
ڏاڍو بهترين ڪم,2
تمام بدترين تجربو,0
ڪم ٺيڪ آهي,1
تمام مزيدار,2
اهو بيڪار آهي,0
نه سٺو نه خراب,1
ڏاڍو بهترين ڪم,2
هي تمام خراب آهي,0
معمولي تجربو,1
هي تمام سٺو آهي,2
سروس تمام سست,0
ڪم ٺيڪ آهي,1
لاجواب ڪم,2
هي پسند نه آيو,0
قابل قبول,1
مان تمام خوش آهيان,2
سروس تمام سست,0
قابل قبول,1
اڄ خوشي جو ڏينهن آهي,2
مان مايوس آهيان,0
قابل قبول,1
اهو زبردست آهي,2
غلط ڪم,0
ڪجهه خاص ناهي,1
تمام مزيدار,2
هي تمام خراب آهي,0
عام ڳالهه آهي,1
بهترين سروس,2
هي تمام خراب آهي,0
ساڳيو معمول,1
مان تمام خوش آهيان,2
هي پسند نه آيو,0
بس ٺيڪ ٿو لڳي,1
مان تمام خوش آهيان,2
سخت تڪليف ٿي,0
معمولي تجربو,1
تمام مزيدار,2
اهو بيڪار آهي,0
معمولي تجربو,1
اهو زبردست آهي,2
سروس تمام سست,0
ساڳيو معمول,1
بهترين سروس,2
غلط ڪم,0
معمولي تجربو,1
تمام مزيدار,2
اهو بيڪار آهي,0
معمولي تجربو,1
اهو زبردست آهي,2
سخت تڪليف ٿي,0
ڪم ٺيڪ آهي,1
بهترين سروس,2
منهنجي دل ٽٽي وئي,0
ساڳيو معمول,1
بهترين سروس,2
هي تمام خراب آهي,0
ڪجهه خاص ناهي,1
تمام مزيدار,2
هي پسند نه آيو,0
قابل قبول,1
ڏاڍو بهترين ڪم,2
سروس تمام سست,0
قابل قبول,1
لاجواب ڪم,2
هي پسند نه آيو,0
معمولي تجربو,1
اڄ خوشي جو ڏينهن آهي,2
منهنجي دل ٽٽي وئي,0
ساڳيو معمول,1
ڏاڍو بهترين ڪم,2
هي پسند نه آيو,0
معمولي تجربو,1
مان تمام خوش آهيان,2
هي تمام خراب آهي,0
ڪم ٺيڪ آهي,1
مان تمام خوش آهيان,2
اهو بيڪار آهي,0
ڪم ٺيڪ آهي,1
هي تمام سٺو آهي,2
مان مايوس آهيان,0
قابل قبول,1
مان تمام خوش آهيان,2
منهنجي دل ٽٽي وئي,0
وڏو فرق ناهي,1
اڄ خوشي جو ڏينهن آهي,2
سخت تڪليف ٿي,0
وڏو فرق ناهي,1
شاندار تجربو,2
اهو بيڪار آهي,0
ڪجهه خاص ناهي,1
هي تمام سٺو آهي,2
سخت تڪليف ٿي,0
ڪجهه خاص ناهي,1
هي مون کي پسند آيو,2
هي پسند نه آيو,0
بس ٺيڪ ٿو لڳي,1
اهو زبردست آهي,2
مان مايوس آهيان,0
معمولي تجربو,1
ڏاڍو بهترين ڪم,2
سروس تمام سست,0
عام سروس,1
مان تمام خوش آهيان,2
سخت تڪليف ٿي,0
نه سٺو نه خراب,1
شاندار تجربو,2
نفرت آهي هِن کان,0
معمولي تجربو,1
مان تمام خوش آهيان,2
منهنجي دل ٽٽي وئي,0
عام سروس,1
هي مون کي پسند آيو,2
تمام بدترين تجربو,0
بس ٺيڪ ٿو لڳي,1
ڏاڍو بهترين ڪم,2
تمام بدترين تجربو,0
قابل قبول,1
اڄ خوشي جو ڏينهن آهي,2
هي تمام خراب آهي,0
بس ٺيڪ ٿو لڳي,1
تمام مزيدار,2
هي پسند نه آيو,0
عام ڳالهه آهي,1
اڄ خوشي جو ڏينهن آهي,2
هي پسند نه آيو,0
ساڳيو معمول,1
بهترين سروس,2
هي تمام خراب آهي,0
عام ڳالهه آهي,1
بهترين سروس,2
مان مايوس آهيان,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
تمام بدترين تجربو,0
بس ٺيڪ ٿو لڳي,1
شاندار تجربو,2
تمام بدترين تجربو,0
قابل قبول,1
تمام مزيدار,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
هي تمام سٺو آهي,2
مان مايوس آهيان,0
نه سٺو نه خراب,1
اهو زبردست آهي,2
هي پسند نه آيو,0
وڏو فرق ناهي,1
تمام مزيدار,2
تمام بدترين تجربو,0
ڪم ٺيڪ آهي,1
شاندار تجربو,2
نفرت آهي هِن کان,0
ڪم ٺيڪ آهي,1
شاندار تجربو,2
تمام بدترين تجربو,0
معمولي تجربو,1
اڄ خوشي جو ڏينهن آهي,2
نفرت آهي هِن کان,0
عام ڳالهه آهي,1
تمام مزيدار,2
اهو بيڪار آهي,0
ڪجهه خاص ناهي,1
هي مون کي پسند آيو,2
غلط ڪم,0
ساڳيو معمول,1
تمام مزيدار,2
منهنجي دل ٽٽي وئي,0
وڏو فرق ناهي,1
